DiabetesTypeOne,DiabetesTypeTwo,liverDisease,heartDisease,kidneyDisease,Flu,Fever,LowBP,HighBP,Recommended,Recommended2,Recommended3,Recommended4,Recommended5
no,no,yes,no,no,no,no,no,no,SteelcutOats,ChickenPuffs,ChickenMayyonaisSandwitch,ChickensaladSandwitch,HydrabadiHaleem
no,no,no,yes,yes,yes,yes,yes,yes,SteelcutOats,ChickenKeemaParatha,ChickenKarahi,SafedMurghKurma,ChickenNuggets
no,no,no,yes,yes,yes,yes,yes,no,SteelcutOats,ChickencornSoup,PakistaniShamiKababs,PalakChicken,ArabicSeekhKabab
no,no,no,yes,yes,yes,yes,no,yes,SteelcutOats,Smokedsalmon,TawaChickenfry,PepperChickenFry,AlooGobi
no,no,no,yes,yes,yes,yes,no,no,AlooGobiMatar,PumpkinBhaji,AlooPalak,AlooGajarMatar,CabbageChanaDal
no,no,no,yes,yes,yes,no,yes,yes,EASYHONEYGARLICSALMON,JeeraAloo,BabyPotato,EasyBoiledRice,BoiledGreenVegetables
no,no,no,yes,yes,yes,no,yes,no,HydrabadiHaleem,MuttonDumBiryani,WhiteChickenKorma,ChickenMayyonaisSandwitch,ChickensaladSandwitch
no,no,no,yes,yes,yes,no,no,yes,ChickenKeemaParatha,ChickenPuffs,ChickenKarahi,SafedMurghKurma,ChickenNuggets
no,no,no,yes,yes,yes,no,no,no,TawaChickenfry,PakistaniShamiKababs,PalakChicken,ArabicSeekhKabab,ChickencornSoup
no,no,no,yes,yes,no,yes,yes,yes,SteelcutOats,PepperChickenFry,AlooGobi,Smokedsalmon,mixvegitables
no,no,no,yes,yes,no,yes,yes,no,mixvegitables,TawaChickenfry,PepperChickenFry,AlooGobi,Smokedsalmon
no,no,no,yes,yes,no,yes,no,yes,ChickencornSoup,ChickenKeemaParatha,PakistaniShamiKababs,PalakChicken,ArabicSeekhKabab
no,no,no,yes,yes,no,yes,no,no,ChickenNuggets,HydrabadiHaleem,ChickenPuffs,ChickenKarahi,SafedMurghKurma
no,no,no,yes,yes,no,no,yes,yes,ChickensaladSandwitch,EASYHONEYGARLICSALMON,MuttonDumBiryani,WhiteChickenKorma,ChickenMayyonaisSandwitch
no,no,no,yes,yes,no,no,yes,no,BoiledGreenVegetables,AlooGobiMatar,JeeraAloo,BabyPotato,EasyBoiledRice
no,no,no,yes,yes,no,no,no,yes,CabbageChanaDal,PumpkinBhaji,AlooPalak,AlooGajarMatar,SteelcutOats
no,no,no,yes,yes,no,no,no,no,Smokedsalmon,ChickencornSoup,TawaChickenfry,PepperChickenFry,AlooGobi
no,no,no,yes,no,yes,yes,yes,yes,ArabicSeekhKabab,ChickenNuggets,ChickenKeemaParatha,PakistaniShamiKababs,PalakChicken
no,no,no,yes,no,yes,yes,yes,no,SafedMurghKurma,ChickensaladSandwitch,HydrabadiHaleem,ChickenPuffs,ChickenKarahi
no,no,no,yes,no,yes,yes,no,yes,ChickenMayyonaisSandwitch,BoiledGreenVegetables,EASYHONEYGARLICSALMON,MuttonDumBiryani,WhiteChickenKorma
no,no,no,yes,no,yes,yes,no,no,EasyBoiledRice,CabbageChanaDal,AlooGobiMatar,JeeraAloo,BabyPotato
no,no,no,yes,no,yes,no,yes,yes,AlooGajarMatar,PumpkinBhaji,AlooPalak,SteelcutOats,mixvegitables
no,no,no,yes,no,yes,no,yes,no,AlooGobi,ArabicSeekhKabab,ChickencornSoup,TawaChickenfry,PepperChickenFry
no,no,no,yes,no,yes,no,no,yes,PalakChicken,SafedMurghKurma,ChickenNuggets,ChickenKeemaParatha,PakistaniShamiKababs
no,no,no,yes,no,yes,no,no,no,ChickenKarahi,ChickenMayyonaisSandwitch,ChickensaladSandwitch,HydrabadiHaleem,ChickenPuffs
no,no,no,yes,no,no,yes,yes,yes,WhiteChickenKorma,EasyBoiledRice,BoiledGreenVegetables,EASYHONEYGARLICSALMON,MuttonDumBiryani
no,no,no,yes,no,no,yes,yes,no,BabyPotato,AlooGajarMatar,CabbageChanaDal,AlooGobiMatar,JeeraAloo
no,no,no,yes,no,no,yes,no,yes,AlooPalak,PumpkinBhaji,SteelcutOats,Smokedsalmon,mixvegitables
no,no,no,yes,no,no,yes,no,no,PepperChickenFry,PalakChicken,ArabicSeekhKabab,ChickencornSoup,TawaChickenfry
no,no,no,yes,no,no,no,yes,yes,PakistaniShamiKababs,ChickenKarahi,SafedMurghKurma,ChickenNuggets,ChickenKeemaParatha
no,no,no,yes,no,no,no,yes,no,ChickenPuffs,WhiteChickenKorma,ChickenMayyonaisSandwitch,ChickensaladSandwitch,HydrabadiHaleem
no,no,no,yes,no,no,no,no,yes ,MuttonDumBiryani,BabyPotato,EasyBoiledRice,BoiledGreenVegetables,EASYHONEYGARLICSALMON
no,no,no,yes,no,no,no,no,no,JeeraAloo,AlooPalak,AlooGajarMatar,CabbageChanaDal,AlooGobiMatar
no,no,no,no,yes,yes,yes,yes,yes,PumpkinBhaji,SteelcutOats,AlooGobi,Smokedsalmon,mixvegitables
no,no,no,no,yes,yes,yes,yes,no,TawaChickenfry,PakistaniShamiKababs,PalakChicken,ArabicSeekhKabab,ChickencornSoup
no,no,no,no,yes,yes,yes,no,yes,ChickenKeemaParatha,ChickenPuffs,ChickenKarahi,SafedMurghKurma,ChickenNuggets
no,no,no,no,yes,yes,yes,no,no,HydrabadiHaleem,MuttonDumBiryani,WhiteChickenKorma,ChickenMayyonaisSandwitch,ChickensaladSandwitch
no,no,no,no,yes,yes,no,yes,yes,EASYHONEYGARLICSALMON,JeeraAloo,BabyPotato,EasyBoiledRice,BoiledGreenVegetables
no,no,no,no,yes,yes,no,yes,no,AlooGobiMatar,PumpkinBhaji,AlooPalak,AlooGajarMatar,CabbageChanaDal
no,no,no,no,yes,yes,no,no,yes,SteelcutOats,PepperChickenFry,AlooGobi,Smokedsalmon,mixvegitables
no,no,no,no,yes,yes,no,no,no,ChickencornSoup,ChickenKeemaParatha,PakistaniShamiKababs,PalakChicken,ArabicSeekhKabab
no,no,no,no,yes,no,yes,yes,yes,ChickenNuggets,HydrabadiHaleem,ChickenPuffs,ChickenKarahi,SafedMurghKurma
no,no,no,no,yes,no,yes,yes,no,ChickensaladSandwitch,EASYHONEYGARLICSALMON,MuttonDumBiryani,WhiteChickenKorma,ChickenMayyonaisSandwitch
no,no,no,no,yes,no,yes,no,yes,BoiledGreenVegetables,AlooGobiMatar,JeeraAloo,BabyPotato,EasyBoiledRice
no,no,no,no,yes,no,yes,no,no,CabbageChanaDal,PumpkinBhaji,AlooPalak,AlooGajarMatar,SteelcutOats
no,no,no,no,yes,no,no,yes,yes,mixvegitables,TawaChickenfry,PepperChickenFry,AlooGobi,Smokedsalmon
no,no,no,no,yes,no,no,yes,no,ArabicSeekhKabab,ChickenNuggets,ChickenKeemaParatha,PakistaniShamiKababs,PalakChicken
no,no,no,no,yes,no,no,no,yes,SafedMurghKurma,ChickensaladSandwitch,HydrabadiHaleem,ChickenPuffs,ChickenKarahi
no,no,no,no,yes,no,no,no,no,ChickenMayyonaisSandwitch,BoiledGreenVegetables,EASYHONEYGARLICSALMON,MuttonDumBiryani,WhiteChickenKorma
no,no,no,no,no,yes,yes,yes,yes,EasyBoiledRice,CabbageChanaDal,AlooGobiMatar,JeeraAloo,BabyPotato
no,no,no,no,no,yes,yes,yes,no,AlooGajarMatar,PumpkinBhaji,AlooPalak,SteelcutOats,mixvegitables
no,no,no,no,no,yes,yes,no,yes,Smokedsalmon,ChickencornSoup,TawaChickenfry,PepperChickenFry,AlooGobi
no,no,no,no,no,yes,yes,no,no,PalakChicken,SafedMurghKurma,ChickenNuggets,ChickenKeemaParatha,PakistaniShamiKababs
no,no,no,no,no,yes,no,yes,yes,ChickenKarahi,ChickenMayyonaisSandwitch,ChickensaladSandwitch,HydrabadiHaleem,ChickenPuffs
no,no,no,no,no,yes,no,yes,no,WhiteChickenKorma,EasyBoiledRice,BoiledGreenVegetables,EASYHONEYGARLICSALMON,MuttonDumBiryani
no,no,no,no,no,yes,no,no,yes,BabyPotato,AlooGajarMatar,CabbageChanaDal,AlooGobiMatar,JeeraAloo
no,no,no,no,no,yes,no,no,no,AlooPalak,PumpkinBhaji,SteelcutOats,Smokedsalmon,mixvegitables
no,no,no,no,no,no,yes,yes,yes,AlooGobi,ArabicSeekhKabab,ChickencornSoup,TawaChickenfry,PepperChickenFry
no,no,no,no,no,no,yes,yes,no,PakistaniShamiKababs,ChickenKarahi,SafedMurghKurma,ChickenNuggets,ChickenKeemaParatha
no,no,no,no,no,no,yes,no,yes,ChickenPuffs,WhiteChickenKorma,ChickenMayyonaisSandwitch,ChickensaladSandwitch,HydrabadiHaleem
no,no,no,no,no,no,yes,no,no,MuttonDumBiryani,BabyPotato,EasyBoiledRice,BoiledGreenVegetables,EASYHONEYGARLICSALMON
no,no,no,no,no,no,no,yes,yes,JeeraAloo,AlooPalak,AlooGajarMatar,CabbageChanaDal,AlooGobiMatar
no,no,no,no,no,no,no,yes,no,PumpkinBhaji,SteelcutOats,AlooGobi,Smokedsalmon,mixvegitables
no,no,no,no,no,no,no,no,yes ,PepperChickenFry,PalakChicken,ArabicSeekhKabab,ChickencornSoup,TawaChickenfry
no,no,no,no,no,no,no,no,no,ChickenKeemaParatha,ChickenPuffs,ChickenKarahi,SafedMurghKurma,ChickenNuggets
